 ; 23 ; 3001
 ; 24 ; 3001
 ; 25 ; 3001
 ; 26 ; 3001
 ; 27 ; 3001
 ; 28 ; 3001
 ; 23 ; 2376
 ; 24 ; 1198
 ; 25 ; 3001
 ; 26 ; 2009
 ; 27 ; 2291
 ; 28 ; 2278
 ; 23 ; 3001
 ; 24 ; 3001
 ; 25 ; 3001
 ; 26 ; 3001
 ; 27 ; 3001
 ; 28 ; 3001
